date,1,2,3,4,5,weighted_factor_return
2016-01-04,0.015477955076147175,-0.0007477919846938677,0.01117854306762879,0.001096264499543095,-0.025408035934678237,-0.011164159257411212
2016-01-05,0.005612164979486836,-0.013188584801017318,0.0065848696144451165,-0.0031563542964992124,0.0041479045035845725,0.0006273654517721907
2016-01-06,-0.015069905643892075,0.020922821392610414,0.00927322975580195,-0.015256168184312439,0.0009730435666832513,0.0030690382414256183
2016-01-07,-0.01347006400094152,0.0007467530261557972,0.00830044917126596,0.008779212789918342,-0.003320192217095384,0.005024330886371503
2016-01-08,0.02766744322734111,-0.021824907270239023,0.0041164766055450325,-0.011828727193675358,0.0001404994293194746,-0.005927755710646686
2016-01-11,0.0008768087080618083,0.023243331591030054,-0.00821475698185914,0.007253083328357428,-0.023207178240482493,-0.01265304751440947
2016-01-12,0.007460396621685189,-0.0014799169747209834,-0.004725954585154531,0.01156397541900964,-0.013173757462804303,-0.004913953492355741
2016-01-13,0.0026894849403263817,0.009435904030139169,-0.004676964211183016,-0.012271182510679395,0.004822757751396887,-0.0036992612164076797
2016-01-14,-0.005034873299694404,0.006092936068910554,0.004560829326112957,-0.0013293119349885737,-0.0039010612661724633,0.0007202534197430867
2016-01-15,-0.004495766604748304,-0.007306376952764711,0.013829488482512984,-0.0030650196580670704,0.0006055332076157863,0.0022459551163287817
2016-01-18,0.0011075809445863305,-0.014748839134884681,0.005550699827338111,0.002785760223410635,0.005526826132643053,0.004601330476280336
2016-01-19,-0.006852814328486958,-0.00010134969022810228,-0.004840644795061289,0.006346263914308537,0.005262366253503903,0.0047724077203117115
2016-01-20,0.012626279504812416,-0.004488032865892794,-0.001778409071379686,-0.0006999585360546152,-0.00614550516628572,-0.005996508165855672
2016-01-21,0.0038452365073984346,-0.0018476354049239006,0.0009258880748110809,-0.00014541825583574974,-0.0028492514093341574,-0.0019162488715114725
2016-01-22,0.002967849211316271,-0.0010817634153619201,0.00767176381651623,-0.00044191989094764214,-0.008851386141643084,-0.0037973979598868047
2016-01-25,0.00937582313575317,-0.0023984281736558026,-0.005848255628999718,0.001728081329302547,-0.0028795655572120826,-0.002017047666776118
2016-01-26,0.00260668804647665,0.0059855421423192605,-0.01513225228751483,0.00819581057012336,-0.0017426780729536664,-0.0012172082064597547
2016-01-27,-0.005273092262847397,-0.008711957656716738,0.0058129283051223165,0.009332414057133531,-0.0011602924426916614,0.003946702363859189
2016-01-28,-0.0004949494032472216,-0.004424139252909886,-0.008367850896060776,0.009197104892708993,0.003980898742652634,0.003409614629491624
2016-01-29,0.0024461365058015723,-0.003858523423938313,0.007202562510849242,-0.008545437806636694,0.0026022798986381325,-0.0005146419562545462
2016-02-01,0.002579830948093036,-0.0030100939424045365,-0.0016366806310601125,-0.002931779497128417,0.0049205464271032725,0.0009086447333752567
2016-02-02,0.001482531793968187,0.0027201120659443635,-0.008361489552682042,0.006987782679617999,-0.0028712950381047397,-0.000911030431151661
2016-02-03,0.0028390788348679323,-0.004008686945854831,0.002201251536803746,0.001839516841872385,-0.0028711602676892455,-0.0004981697045388705
2016-02-04,-0.0038685540042731298,0.001672253865979677,-0.006235703859951702,0.004639574487448376,0.003794486929539425,0.002519745954789288
2016-02-05,0.0006687073984417957,-0.0006436204529993852,0.0018467971258372903,-0.00030223337778939835,-0.0015465495833608585,-0.0009100902750080433
2016-02-15,-0.0019682444768609466,0.0009940088817070702,0.000980214923262862,-0.0022663658538443878,0.002309592637657071,0.00087741976465553
2016-02-16,-0.0055225781625034285,0.010261007370119164,0.002336917538161927,0.001007169653742657,-0.008082516399520292,-0.002598864489955562
2016-02-17,0.0019899339957149976,-0.0034658522289880206,-0.007041877319394796,0.003390691713975368,0.005127103838692452,0.0019288251428475971
2016-02-18,0.0037376417640334666,-0.0007669180117613509,0.0010284911509795423,-1.5932192600829277e-05,-0.004003884031818269,-0.003873065338042882
2016-02-19,-0.0054981417827813135,-0.005969875008817247,0.0031564313906298678,0.007968404193630112,0.0003431812073385346,0.004502387391406136
2016-02-22,0.0034514113226625292,0.003885358940853459,-0.0019726593268770045,-0.006047592267620541,0.0006234192941269312,-0.0025094097680148364
2016-02-23,-0.0015990022573652842,0.003663515570959043,-0.004983327944170826,0.004027294271139219,-0.0010288478200348675,0.0004796453230666293
2016-02-24,-0.0010101323433626722,-0.0009401441508784508,-0.0009504530887353869,-0.0017559591959857984,0.004577391621701333,0.0013588833843725394
2016-02-25,0.005950045884822125,-0.0010634203362868966,-0.00251064972276358,-0.0029076407588793478,0.0004578222942028972,-0.0033342356150896087
2016-02-26,0.0021579988419594067,0.004087589543589598,0.005799128255289027,-0.00896979776177769,-0.003140312783362341,-0.0035702213545050713
2016-02-29,0.007467921012607316,-0.00024163561303164758,0.0013483454167796136,-0.004811574974077398,-0.003860552294128701,-0.004401305972214308
2016-03-01,0.005627307930212582,-0.002474936025256144,-0.0018347975443385955,-0.00019480088058133581,-0.0012326401739432434,-0.0016975880803731362
2016-03-02,0.005678242920599222,-8.676184530964629e-06,-0.0002473557107437964,-0.00571330728230791,0.00015260252721273476,-0.002323560005254292
2016-03-03,0.0010204782461532705,-0.0013399758970254936,-0.0033693269256892416,-0.0020110056936627763,0.005674940556903382,0.000986574088445231
2016-03-04,0.004617617403371817,-0.001137754355991059,-0.0009836322604775396,-0.00329592692533635,0.0007762763227074749,-0.0014021459192718267
2016-03-07,-0.0002891967180618887,-0.004006344354577684,0.0013496552490865094,0.00380708254550777,-0.0008611967219547003,0.0004976838333834041
2016-03-08,-0.0013315371928253788,0.00141182549818808,0.0011112592661224653,-0.0018772886442300748,0.000712844957284497,-0.00029101519908046364
